MTU,Biomass,Coal,Gas,Geothermal,Hydro,Hydro Discharge,Nuclear,Oil,Solar,Unknown,Wind
2023-01-02 11:00:00,6.0,35.0,47.0,0.0,339.0,0.0,698.0,0.0,60.0,11.0,0.0
2023-01-02 12:00:00,6.0,35.0,47.0,0.0,394.0,0.0,698.0,0.0,65.0,10.0,0.0
2023-01-02 13:00:00,6.0,35.0,45.0,0.0,347.0,0.0,698.0,0.0,54.0,10.0,0.0
2023-01-02 14:00:00,6.0,35.0,50.0,0.0,373.0,0.0,698.0,0.0,30.0,10.0,0.0
2023-01-02 15:00:00,6.0,35.0,55.0,0.0,467.0,0.0,698.0,0.0,9.0,10.0,0.0
2023-01-02 16:00:00,6.0,35.0,48.0,0.0,683.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-02 17:00:00,6.0,35.0,47.0,0.0,771.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-02 18:00:00,6.0,35.0,47.0,0.0,947.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-02 19:00:00,6.0,35.0,44.0,0.0,873.0,0.0,698.0,0.0,0.0,11.0,0.0
2023-01-02 20:00:00,6.0,35.0,47.0,0.0,635.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-02 21:00:00,6.0,35.0,52.0,0.0,509.0,0.0,698.0,0.0,0.0,11.0,0.0
2023-01-02 22:00:00,6.0,35.0,43.0,0.0,347.0,0.0,698.0,0.0,0.0,11.0,0.0
2023-01-02 23:00:00,6.0,35.0,40.0,0.0,230.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-03 00:00:00,6.0,36.0,39.0,0.0,138.0,0.0,698.0,0.0,0.0,11.0,0.0
2023-01-03 01:00:00,6.0,36.0,41.0,0.0,137.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-03 02:00:00,6.0,36.0,43.0,0.0,136.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-03 03:00:00,6.0,35.0,49.0,0.0,136.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-03 04:00:00,6.0,35.0,42.0,0.0,136.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-03 05:00:00,5.0,36.0,43.0,0.0,137.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-03 06:00:00,5.0,35.0,45.0,0.0,163.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-03 07:00:00,5.0,35.0,45.0,0.0,405.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-03 08:00:00,5.0,35.0,50.0,0.0,771.0,0.0,697.0,0.0,7.0,10.0,0.0
2023-01-03 09:00:00,5.0,35.0,54.0,0.0,765.0,0.0,698.0,0.0,18.0,10.0,0.0
2023-01-03 10:00:00,5.0,36.0,46.0,0.0,659.0,0.0,698.0,0.0,27.0,10.0,0.0
2023-01-03 11:00:00,5.0,36.0,43.0,0.0,496.0,0.0,698.0,0.0,33.0,10.0,0.0
2023-01-03 12:00:00,5.0,36.0,42.0,0.0,457.0,0.0,698.0,0.0,33.0,10.0,0.0
2023-01-03 13:00:00,5.0,36.0,44.0,0.0,386.0,0.0,698.0,0.0,24.0,9.0,0.0
2023-01-03 14:00:00,5.0,36.0,49.0,0.0,364.0,0.0,698.0,0.0,13.0,10.0,0.0
2023-01-03 15:00:00,5.0,36.0,54.0,0.0,692.0,0.0,698.0,0.0,4.0,10.0,0.0
2023-01-03 16:00:00,5.0,36.0,47.0,0.0,819.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-03 17:00:00,6.0,36.0,44.0,0.0,892.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-03 18:00:00,6.0,36.0,44.0,0.0,817.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-03 19:00:00,6.0,36.0,42.0,0.0,579.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-03 20:00:00,6.0,36.0,45.0,0.0,393.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-03 21:00:00,6.0,36.0,49.0,0.0,244.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-03 22:00:00,6.0,36.0,41.0,0.0,203.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-03 23:00:00,6.0,36.0,39.0,0.0,189.0,0.0,698.0,0.0,0.0,11.0,0.0
2023-01-04 00:00:00,5.0,30.0,38.0,0.0,126.0,0.0,698.0,0.0,0.0,10.0,1.0
2023-01-04 01:00:00,5.0,30.0,40.0,0.0,126.0,0.0,698.0,0.0,0.0,10.0,1.0
2023-01-04 02:00:00,5.0,30.0,42.0,0.0,125.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-04 03:00:00,5.0,30.0,48.0,0.0,129.0,0.0,698.0,0.0,0.0,10.0,1.0
2023-01-04 04:00:00,5.0,30.0,41.0,0.0,130.0,0.0,698.0,0.0,0.0,9.0,0.0
2023-01-04 05:00:00,5.0,30.0,42.0,0.0,181.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-04 06:00:00,6.0,30.0,45.0,0.0,309.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-04 07:00:00,5.0,30.0,45.0,0.0,727.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-04 08:00:00,5.0,29.0,51.0,0.0,709.0,0.0,698.0,0.0,8.0,10.0,0.0
2023-01-04 09:00:00,5.0,29.0,54.0,0.0,682.0,0.0,698.0,0.0,23.0,11.0,0.0
2023-01-04 10:00:00,5.0,29.0,47.0,0.0,565.0,0.0,698.0,0.0,42.0,11.0,0.0
2023-01-04 11:00:00,5.0,29.0,46.0,0.0,391.0,0.0,698.0,0.0,62.0,10.0,1.0
2023-01-04 12:00:00,5.0,30.0,44.0,0.0,260.0,0.0,698.0,0.0,68.0,10.0,0.0
2023-01-04 13:00:00,5.0,30.0,44.0,0.0,257.0,0.0,698.0,0.0,59.0,10.0,1.0
2023-01-04 14:00:00,5.0,30.0,48.0,0.0,457.0,0.0,698.0,0.0,39.0,9.0,1.0
2023-01-04 15:00:00,5.0,30.0,52.0,0.0,810.0,0.0,698.0,0.0,12.0,10.0,1.0
2023-01-04 16:00:00,5.0,30.0,47.0,0.0,885.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-04 17:00:00,5.0,30.0,46.0,0.0,897.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-04 18:00:00,6.0,30.0,46.0,0.0,891.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-04 19:00:00,5.0,30.0,44.0,0.0,872.0,0.0,698.0,0.0,0.0,10.0,1.0
2023-01-04 20:00:00,5.0,29.0,47.0,0.0,822.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-04 21:00:00,5.0,29.0,51.0,0.0,610.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-04 22:00:00,5.0,29.0,43.0,0.0,427.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-04 23:00:00,5.0,30.0,40.0,0.0,184.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-05 00:00:00,5.0,28.0,39.0,0.0,114.0,0.0,698.0,0.0,0.0,9.0,0.0
2023-01-05 01:00:00,5.0,28.0,40.0,0.0,106.0,0.0,698.0,0.0,0.0,9.0,0.0
2023-01-05 02:00:00,6.0,28.0,42.0,0.0,106.0,0.0,698.0,0.0,0.0,9.0,0.0
2023-01-05 03:00:00,6.0,28.0,47.0,0.0,106.0,0.0,698.0,0.0,0.0,9.0,0.0
2023-01-05 04:00:00,5.0,28.0,41.0,0.0,106.0,0.0,698.0,0.0,0.0,9.0,0.0
2023-01-05 05:00:00,5.0,28.0,43.0,0.0,108.0,0.0,698.0,0.0,0.0,9.0,0.0
2023-01-05 06:00:00,6.0,28.0,45.0,0.0,268.0,0.0,698.0,0.0,0.0,9.0,0.0
2023-01-05 07:00:00,6.0,28.0,45.0,0.0,407.0,0.0,697.0,0.0,0.0,10.0,0.0
2023-01-05 08:00:00,5.0,28.0,53.0,0.0,539.0,0.0,699.0,0.0,8.0,10.0,0.0
2023-01-05 09:00:00,6.0,28.0,56.0,0.0,397.0,0.0,700.0,0.0,28.0,10.0,0.0
2023-01-05 10:00:00,6.0,28.0,49.0,0.0,251.0,0.0,698.0,0.0,45.0,10.0,0.0
2023-01-05 11:00:00,6.0,28.0,46.0,0.0,198.0,0.0,698.0,0.0,52.0,9.0,0.0
2023-01-05 12:00:00,6.0,28.0,45.0,0.0,192.0,0.0,698.0,0.0,50.0,9.0,0.0
2023-01-05 13:00:00,6.0,28.0,47.0,0.0,313.0,0.0,698.0,0.0,40.0,9.0,0.0
2023-01-05 14:00:00,6.0,28.0,50.0,0.0,630.0,0.0,698.0,0.0,25.0,9.0,0.0
2023-01-05 15:00:00,6.0,29.0,55.0,0.0,766.0,0.0,698.0,0.0,8.0,10.0,0.0
2023-01-05 16:00:00,6.0,31.0,49.0,0.0,801.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-05 17:00:00,7.0,29.0,47.0,0.0,819.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-05 18:00:00,7.0,28.0,48.0,0.0,795.0,0.0,698.0,0.0,0.0,9.0,0.0
2023-01-05 19:00:00,7.0,28.0,46.0,0.0,775.0,0.0,697.0,0.0,0.0,9.0,0.0
2023-01-05 20:00:00,7.0,28.0,49.0,0.0,767.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-05 21:00:00,6.0,28.0,52.0,0.0,514.0,0.0,698.0,0.0,0.0,9.0,0.0
2023-01-05 22:00:00,6.0,28.0,43.0,0.0,210.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-05 23:00:00,6.0,28.0,41.0,0.0,186.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-06 00:00:00,7.0,28.0,40.0,0.0,105.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-06 01:00:00,7.0,28.0,41.0,0.0,102.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-06 02:00:00,7.0,27.0,43.0,0.0,103.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-06 03:00:00,7.0,27.0,49.0,0.0,103.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-06 04:00:00,7.0,27.0,44.0,0.0,102.0,0.0,698.0,0.0,0.0,9.0,0.0
2023-01-06 05:00:00,7.0,28.0,47.0,0.0,101.0,0.0,698.0,0.0,0.0,9.0,0.0
2023-01-06 06:00:00,7.0,28.0,48.0,0.0,133.0,0.0,697.0,0.0,0.0,10.0,0.0
2023-01-06 07:00:00,7.0,28.0,48.0,0.0,307.0,0.0,697.0,0.0,0.0,10.0,0.0
2023-01-06 08:00:00,7.0,28.0,57.0,0.0,553.0,0.0,697.0,0.0,11.0,10.0,0.0
2023-01-06 09:00:00,7.0,28.0,59.0,0.0,462.0,0.0,697.0,0.0,32.0,10.0,0.0
2023-01-06 10:00:00,7.0,28.0,53.0,0.0,400.0,0.0,698.0,0.0,54.0,10.0,0.0
2023-01-06 11:00:00,7.0,28.0,51.0,0.0,314.0,0.0,698.0,0.0,78.0,10.0,0.0
2023-01-06 12:00:00,7.0,28.0,48.0,0.0,178.0,0.0,698.0,0.0,92.0,10.0,0.0
2023-01-06 13:00:00,7.0,28.0,50.0,0.0,167.0,0.0,698.0,0.0,75.0,10.0,0.0
2023-01-06 14:00:00,7.0,28.0,54.0,0.0,215.0,0.0,698.0,0.0,44.0,10.0,0.0
2023-01-06 15:00:00,7.0,28.0,57.0,0.0,615.0,0.0,698.0,0.0,14.0,10.0,0.0
2023-01-06 16:00:00,7.0,28.0,51.0,0.0,764.0,0.0,698.0,0.0,1.0,10.0,0.0
2023-01-06 17:00:00,7.0,28.0,51.0,0.0,796.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-06 18:00:00,7.0,28.0,51.0,0.0,741.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-06 19:00:00,7.0,28.0,48.0,0.0,722.0,0.0,697.0,0.0,0.0,10.0,0.0
2023-01-06 20:00:00,7.0,28.0,51.0,0.0,621.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-06 21:00:00,7.0,28.0,54.0,0.0,531.0,0.0,698.0,0.0,0.0,9.0,0.0
2023-01-06 22:00:00,7.0,28.0,45.0,0.0,360.0,0.0,698.0,0.0,0.0,9.0,0.0
2023-01-06 23:00:00,7.0,28.0,42.0,0.0,222.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-07 00:00:00,7.0,31.0,42.0,0.0,114.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-07 01:00:00,7.0,32.0,43.0,0.0,99.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-07 02:00:00,7.0,31.0,45.0,0.0,98.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-07 03:00:00,7.0,30.0,50.0,0.0,99.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-07 04:00:00,7.0,30.0,44.0,0.0,98.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-07 05:00:00,7.0,30.0,47.0,0.0,98.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-07 06:00:00,7.0,30.0,49.0,0.0,113.0,0.0,698.0,0.0,0.0,9.0,0.0
2023-01-07 07:00:00,7.0,32.0,53.0,0.0,184.0,0.0,698.0,0.0,0.0,9.0,0.0
2023-01-07 08:00:00,7.0,31.0,58.0,0.0,261.0,0.0,698.0,0.0,10.0,10.0,0.0
2023-01-07 09:00:00,7.0,30.0,60.0,0.0,308.0,0.0,698.0,0.0,30.0,10.0,0.0
2023-01-07 10:00:00,7.0,30.0,56.0,0.0,377.0,0.0,698.0,0.0,51.0,10.0,0.0
2023-01-07 11:00:00,7.0,30.0,53.0,0.0,258.0,0.0,698.0,0.0,65.0,10.0,0.0
2023-01-07 12:00:00,7.0,30.0,51.0,0.0,228.0,0.0,698.0,0.0,70.0,10.0,0.0
2023-01-07 13:00:00,7.0,30.0,53.0,0.0,218.0,0.0,699.0,0.0,59.0,10.0,0.0
2023-01-07 14:00:00,7.0,31.0,56.0,0.0,322.0,0.0,698.0,0.0,37.0,10.0,0.0
2023-01-07 15:00:00,7.0,30.0,59.0,0.0,515.0,0.0,698.0,0.0,12.0,10.0,0.0
2023-01-07 16:00:00,7.0,31.0,53.0,0.0,678.0,0.0,698.0,0.0,1.0,10.0,0.0
2023-01-07 17:00:00,7.0,31.0,53.0,0.0,804.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-07 18:00:00,8.0,31.0,54.0,0.0,804.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-07 19:00:00,7.0,31.0,50.0,0.0,772.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-07 20:00:00,7.0,30.0,54.0,0.0,657.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-07 21:00:00,7.0,31.0,57.0,0.0,464.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-07 22:00:00,7.0,31.0,48.0,0.0,252.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-07 23:00:00,7.0,32.0,45.0,0.0,126.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-08 00:00:00,7.0,31.0,45.0,0.0,109.0,0.0,698.0,0.0,0.0,9.0,0.0
2023-01-08 01:00:00,7.0,30.0,45.0,0.0,99.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-08 02:00:00,7.0,30.0,48.0,0.0,99.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-08 03:00:00,7.0,30.0,53.0,0.0,99.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-08 04:00:00,7.0,30.0,47.0,0.0,99.0,0.0,698.0,0.0,0.0,9.0,0.0
2023-01-08 05:00:00,7.0,30.0,50.0,0.0,99.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-08 06:00:00,7.0,30.0,53.0,0.0,123.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-08 07:00:00,7.0,30.0,59.0,0.0,182.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-08 08:00:00,7.0,30.0,62.0,0.0,431.0,0.0,698.0,0.0,9.0,11.0,0.0
2023-01-08 09:00:00,7.0,29.0,66.0,0.0,571.0,0.0,698.0,0.0,24.0,10.0,0.0
2023-01-08 10:00:00,7.0,29.0,60.0,0.0,368.0,0.0,698.0,0.0,34.0,11.0,0.0
2023-01-08 11:00:00,7.0,28.0,60.0,0.0,285.0,0.0,698.0,0.0,40.0,10.0,0.0
2023-01-08 12:00:00,7.0,27.0,58.0,0.0,186.0,0.0,699.0,0.0,44.0,10.0,0.0
2023-01-08 13:00:00,7.0,24.0,56.0,0.0,189.0,0.0,699.0,0.0,36.0,10.0,0.0
2023-01-08 14:00:00,7.0,24.0,60.0,0.0,289.0,0.0,699.0,0.0,23.0,10.0,0.0
2023-01-08 15:00:00,7.0,23.0,63.0,0.0,555.0,0.0,699.0,0.0,8.0,10.0,0.0
2023-01-08 16:00:00,7.0,25.0,57.0,0.0,604.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-08 17:00:00,7.0,27.0,56.0,0.0,687.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-08 18:00:00,7.0,27.0,59.0,0.0,673.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-08 19:00:00,7.0,27.0,55.0,0.0,671.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-08 20:00:00,7.0,27.0,57.0,0.0,520.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-08 21:00:00,7.0,25.0,60.0,0.0,267.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-08 22:00:00,7.0,24.0,52.0,0.0,156.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-08 23:00:00,7.0,18.0,48.0,0.0,148.0,0.0,699.0,0.0,0.0,10.0,1.0
2023-01-09 00:00:00,7.0,18.0,47.0,0.0,144.0,0.0,698.0,0.0,0.0,10.0,1.0
2023-01-09 01:00:00,7.0,16.0,47.0,0.0,152.0,0.0,698.0,0.0,0.0,10.0,1.0
2023-01-09 02:00:00,7.0,16.0,49.0,0.0,158.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-09 03:00:00,7.0,15.0,54.0,0.0,160.0,0.0,698.0,0.0,0.0,9.0,0.0
2023-01-09 04:00:00,7.0,16.0,50.0,0.0,184.0,0.0,698.0,0.0,0.0,7.0,0.0
2023-01-09 05:00:00,7.0,16.0,53.0,0.0,220.0,0.0,698.0,0.0,0.0,8.0,0.0
2023-01-09 06:00:00,7.0,16.0,57.0,0.0,282.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-09 07:00:00,7.0,15.0,63.0,0.0,509.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-09 08:00:00,7.0,15.0,64.0,0.0,777.0,0.0,698.0,0.0,3.0,11.0,0.0
2023-01-09 09:00:00,7.0,7.0,68.0,0.0,803.0,0.0,698.0,0.0,10.0,10.0,0.0
2023-01-09 10:00:00,7.0,12.0,64.0,0.0,764.0,0.0,698.0,0.0,16.0,11.0,0.0
2023-01-09 11:00:00,7.0,48.0,61.0,0.0,695.0,0.0,698.0,0.0,16.0,11.0,0.0
2023-01-09 12:00:00,7.0,204.0,59.0,0.0,419.0,0.0,698.0,0.0,14.0,11.0,0.0
2023-01-09 13:00:00,7.0,253.0,60.0,0.0,340.0,0.0,698.0,0.0,13.0,8.0,1.0
2023-01-09 14:00:00,7.0,258.0,64.0,0.0,454.0,0.0,698.0,0.0,7.0,10.0,0.0
2023-01-09 15:00:00,7.0,275.0,67.0,0.0,877.0,0.0,698.0,0.0,3.0,8.0,0.0
2023-01-09 16:00:00,7.0,275.0,61.0,0.0,913.0,0.0,698.0,0.0,0.0,8.0,0.0
2023-01-09 17:00:00,7.0,276.0,59.0,0.0,934.0,0.0,698.0,0.0,0.0,9.0,0.0
2023-01-09 18:00:00,7.0,283.0,61.0,0.0,931.0,0.0,698.0,0.0,0.0,11.0,0.0
2023-01-09 19:00:00,7.0,283.0,57.0,0.0,938.0,0.0,698.0,0.0,0.0,11.0,0.0
2023-01-09 20:00:00,7.0,283.0,60.0,0.0,842.0,0.0,698.0,0.0,0.0,11.0,0.0
2023-01-09 21:00:00,7.0,282.0,63.0,0.0,605.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-09 22:00:00,7.0,281.0,55.0,0.0,574.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-09 23:00:00,7.0,282.0,51.0,0.0,474.0,0.0,698.0,0.0,0.0,11.0,0.0
2023-01-10 00:00:00,6.0,283.0,50.0,0.0,377.0,0.0,698.0,0.0,0.0,11.0,0.0
2023-01-10 01:00:00,6.0,283.0,50.0,0.0,371.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-10 02:00:00,6.0,286.0,52.0,0.0,368.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-10 03:00:00,6.0,285.0,56.0,0.0,366.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-10 04:00:00,6.0,283.0,52.0,0.0,364.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-10 05:00:00,6.0,283.0,55.0,0.0,406.0,0.0,698.0,0.0,0.0,9.0,0.0
2023-01-10 06:00:00,5.0,289.0,59.0,0.0,454.0,0.0,697.0,0.0,0.0,10.0,0.0
2023-01-10 07:00:00,5.0,276.0,65.0,0.0,582.0,0.0,697.0,0.0,0.0,11.0,0.0
2023-01-10 08:00:00,6.0,273.0,66.0,0.0,872.0,0.0,697.0,0.0,9.0,10.0,0.0
2023-01-10 09:00:00,6.0,267.0,70.0,0.0,853.0,0.0,697.0,0.0,27.0,10.0,0.0
2023-01-10 10:00:00,6.0,276.0,67.0,0.0,785.0,0.0,697.0,0.0,39.0,10.0,0.0
2023-01-10 11:00:00,6.0,377.0,64.0,0.0,638.0,0.0,697.0,0.0,47.0,10.0,0.0
2023-01-10 12:00:00,6.0,291.0,64.0,0.0,626.0,0.0,697.0,0.0,54.0,10.0,0.0
2023-01-10 13:00:00,6.0,272.0,63.0,0.0,570.0,0.0,697.0,0.0,49.0,9.0,0.0
2023-01-10 14:00:00,6.0,272.0,66.0,0.0,542.0,0.0,698.0,0.0,31.0,9.0,0.0
2023-01-10 15:00:00,6.0,273.0,68.0,0.0,720.0,0.0,698.0,0.0,12.0,10.0,0.0
2023-01-10 16:00:00,6.0,273.0,62.0,0.0,767.0,0.0,698.0,0.0,1.0,10.0,0.0
2023-01-10 17:00:00,6.0,281.0,63.0,0.0,778.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-10 18:00:00,6.0,273.0,65.0,0.0,781.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-10 19:00:00,6.0,273.0,60.0,0.0,771.0,0.0,698.0,0.0,0.0,11.0,0.0
2023-01-10 20:00:00,6.0,273.0,64.0,0.0,733.0,0.0,698.0,0.0,0.0,11.0,0.0
2023-01-10 21:00:00,6.0,273.0,66.0,0.0,663.0,0.0,698.0,0.0,0.0,11.0,0.0
2023-01-10 22:00:00,6.0,272.0,57.0,0.0,558.0,0.0,698.0,0.0,0.0,11.0,0.0
2023-01-10 23:00:00,6.0,274.0,53.0,0.0,435.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-11 00:00:00,6.0,285.0,52.0,0.0,355.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-11 01:00:00,6.0,284.0,52.0,0.0,321.0,0.0,698.0,0.0,0.0,10.0,0.0
2023-01-11 02:00:00,6.0,282.0,54.0,0.0,321.0,0.0,698.0,0.0,0.0,10.0,0.0
